,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),13日の最高気温(℃),13日の最高気温の品質情報,13日の最高気温起時（時）,13日の最高気温起時（分）,13日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（12日まで）,今年の最高気温（12日まで）の品質情報,今年の最高気温（12日まで）を観測した起日（年）,今年の最高気温（12日まで）を観測した起日（月）,今年の最高気温（12日まで）を観測した起日（日）,12日までの観測史上1位の値（℃）,12日までの観測史上1位の値の品質情報,12日までの観測史上1位の値を観測した起日（年）,12日までの観測史上1位の値を観測した起日（月）,12日までの観測史上1位の値を観測した起日（日）,12日までの11月の1位の値,12日までの11月の1位の値の品質情報,12日までの11月の1位の値の起日（年）,12日までの11月の1位の値の起日（月）,12日までの11月の1位の値の起日（日）,統計開始年,date
343,41076,栃木県,五十里（イカリ）,,2024,11,13,6,0,11.6,4,4.0,7.0,4.0,,,,,,,0.0,34.9,5,2024,7,23,35.1,8,2023,7,30,21.4,8,1979,11,2,1977,2024-11-13
344,41091,栃木県,黒磯（クロイソ）,,2024,11,13,6,0,15.6,4,1.0,44.0,4.0,,,,,,,0.0,35.2,5,2024,7,22,35.4,8,2023,7,16,23.1,8,2023,11,3,1977,2024-11-13
345,41116,栃木県,土呂部（ドロブ）,,2024,11,13,6,0,11.8,4,1.0,47.0,4.0,,,,,,,0.0,32.7,5,2024,7,29,33.3,8,2018,8,5,23.0,8,2009,11,1,1977,2024-11-13
346,41141,栃木県,大田原（オオタワラ）,,2024,11,13,6,0,16.0,4,3.0,20.0,4.0,,,,,,,0.0,37.2,5,2024,7,22,37.8,8,2023,7,26,24.0,8,2023,11,3,1976,2024-11-13
347,41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690.0,2024,11,13,6,0,10.6,4,1.0,35.0,4.0,,,,,,,0.0,30.3,5,2024,7,7,30.8,8,2018,8,5,19.1,8,1977,11,1,1944,2024-11-13
348,41172,栃木県,日光東町（ニッコウヒガシマチ）,,2024,11,13,6,0,11.2,4,2.0,3.0,4.0,,,,,,,0.0,34.3,5,2024,8,17,34.3,8,2024,8,17,21.8,8,2023,11,6,2022,2024-11-13
349,41181,栃木県,塩谷（シオヤ）,,2024,11,13,6,0,15.0,4,5.0,32.0,4.0,,,,,,,0.0,35.1,5,2024,7,22,36.6,8,2007,8,15,23.8,8,2003,11,2,1978,2024-11-13
350,41247,栃木県,那須烏山（ナスカラスヤマ）,,2024,11,13,6,0,8.8,4,0.0,8.0,4.0,,,,,,,0.0,36.7,5,2024,7,22,37.6,8,2013,8,11,24.8,8,2023,11,3,2009,2024-11-13
351,41271,栃木県,鹿沼（カヌマ）,,2024,11,13,6,0,10.6,4,0.0,36.0,4.0,,,,,,,0.0,36.9,5,2024,7,29,37.1,8,2020,8,11,24.1,8,2023,11,3,1978,2024-11-13
352,41277,栃木県,宇都宮（ウツノミヤ）,47615.0,2024,11,13,6,0,12.0,4,0.0,1.0,4.0,,,,,,,0.0,37.5,5,2024,7,22,38.7,8,1997,7,5,25.1,8,1990,11,5,1890,2024-11-13
353,41331,栃木県,真岡（モオカ）,,2024,11,13,6,0,10.0,4,4.0,50.0,4.0,,,,,,,0.0,38.6,5,2024,8,11,38.6,8,2024,8,11,24.4,8,2023,11,6,1978,2024-11-13
354,41361,栃木県,佐野（サノ）,,2024,11,13,6,0,12.9,4,3.0,12.0,4.0,,,,,,,0.0,41.0,5,2024,7,29,41.0,8,2024,7,29,26.2,8,2023,11,6,1978,2024-11-13
355,41376,栃木県,小山（オヤマ）,,2024,11,13,6,0,11.2,4,0.0,6.0,4.0,,,,,,,0.0,38.9,5,2024,7,29,38.9,8,2024,7,29,25.0,8,2023,11,6,1978,2024-11-13
356,42046,群馬県,藤原（フジワラ）,,2024,11,13,6,0,11.7,4,0.0,2.0,4.0,,,,,,,0.0,32.8,5,2024,7,5,35.0,8,1994,8,15,24.4,8,2003,11,2,1977,2024-11-13
357,42091,群馬県,みなかみ（ミナカミ）,,2024,11,13,6,0,14.3,4,0.0,8.0,4.0,,,,,,,0.0,35.2,5,2024,7,7,36.6,8,2022,7,2,24.3,8,2023,11,3,1977,2024-11-13
358,42121,群馬県,草津（クサツ）,,2024,11,13,6,0,9.8,4,0.0,47.0,4.0,,,,,,,0.0,31.0,5,2024,7,7,32.0,8,2022,6,29,20.7,8,2023,11,3,1977,2024-11-13
359,42146,群馬県,沼田（ヌマタ）,,2024,11,13,6,0,13.0,4,2.0,38.0,4.0,,,,,,,0.0,37.3,5,2024,7,23,38.1,8,2020,8,11,24.6,8,2023,11,2,1977,2024-11-13
360,42186,群馬県,中之条（ナカノジョウ）,,2024,11,13,6,0,9.9,4,3.0,56.0,4.0,,,,,,,0.0,37.6,5,2024,7,29,38.0,8,2020,8,11,24.9,8,2023,11,2,1977,2024-11-13
361,42221,群馬県,田代（タシロ）,,2024,11,13,6,0,10.0,4,0.0,11.0,4.0,,,,,,,0.0,30.6,5,2024,7,23,31.0,8,2022,6,29,21.6,8,2023,11,3,1977,2024-11-13
362,42251,群馬県,前橋（マエバシ）,47624.0,2024,11,13,6,0,15.8,4,3.0,45.0,4.0,,,,,,,0.0,39.2,5,2024,7,29,40.0,8,2001,7,24,27.3,8,2023,11,2,1896,2024-11-13
363,42266,群馬県,桐生（キリュウ）,,2024,11,13,6,0,17.7,4,4.0,14.0,4.0,,,,,,,0.0,39.7,5,2024,8,12,40.5,8,2020,8,11,27.6,8,2023,11,2,1976,2024-11-13
364,42286,群馬県,上里見（カミサトミ）,,2024,11,13,6,0,12.0,4,2.0,9.0,4.0,,,,,,,0.0,38.6,5,2024,8,17,40.3,8,1998,7,4,26.4,8,2023,11,2,1977,2024-11-13
365,42302,群馬県,伊勢崎（イセサキ）,,2024,11,13,6,0,16.4,4,5.0,1.0,4.0,,,,,,,0.0,40.1,5,2024,7,29,40.5,8,2020,8,11,27.9,8,2023,11,2,1998,2024-11-13
366,42326,群馬県,西野牧（ニシノマキ）,,2024,11,13,6,0,13.1,4,3.0,23.0,4.0,,,,,,,0.0,39.8,5,2024,7,7,39.8,8,2024,7,7,25.5,8,2023,11,2,1977,2024-11-13
367,42366,群馬県,館林（タテバヤシ）,,2024,11,13,6,0,14.8,4,5.0,53.0,4.0,,,,,,,0.0,40.2,5,2024,7,29,40.3,8,2007,8,16,25.4,8,2023,11,6,1978,2024-11-13
368,42396,群馬県,神流（カンナ）,,2024,11,13,6,0,8.3,4,0.0,15.0,4.0,,,,,,,0.0,38.1,5,2024,7,29,38.7,8,1994,7,5,23.8,8,1979,11,11,1977,2024-11-13
369,43051,埼玉県,寄居（ヨリイ）,,2024,11,13,6,0,14.3,4,4.0,19.0,4.0,,,,,,,0.0,39.6,5,2024,7,29,39.9,8,2018,7,23,26.8,8,2023,11,2,1977,2024-11-13
370,43056,埼玉県,熊谷（クマガヤ）,47626.0,2024,11,13,6,0,16.1,4,4.0,28.0,4.0,,,,,,,0.0,40.0,5,2024,7,29,41.1,8,2018,7,23,27.6,8,1923,11,1,1896,2024-11-13
371,43126,埼玉県,久喜（クキ）,,2024,11,13,6,0,13.3,4,5.0,47.0,4.0,,,,,,,0.0,39.1,5,2024,7,29,39.2,8,2022,7,1,26.1,8,2023,11,6,1977,2024-11-13
372,43156,埼玉県,秩父（チチブ）,47641.0,2024,11,13,6,0,9.9,4,0.0,1.0,4.0,,,,,,,0.0,38.6,5,2024,8,12,39.3,8,1994,8,7,26.5,8,1965,11,5,1926,2024-11-13
373,43171,埼玉県,鳩山（ハトヤマ）,,2024,11,13,6,0,15.8,4,5.0,23.0,4.0,,,,,,,0.0,39.9,5,2024,7,29,40.2,8,2020,8,11,27.6,8,2023,11,2,1977,2024-11-13
374,43241,埼玉県,さいたま（サイタマ）,,2024,11,13,6,0,13.5,4,0.0,19.0,4.0,,,,,,,0.0,38.7,5,2024,7,29,39.3,8,2018,7,23,26.1,8,2023,11,4,1977,2024-11-13
375,43256,埼玉県,越谷（コシガヤ）,,2024,11,13,6,0,12.1,4,0.0,1.0,4.0,,,,,,,0.0,39.4,5,2024,7,29,40.4,8,2007,8,16,26.1,8,2009,11,1,1977,2024-11-13
376,43266,埼玉県,所沢（トコロザワ）,,2024,11,13,6,0,15.5,4,5.0,16.0,4.0,,,,,,,0.0,37.4,5,2024,7,8,39.8,8,2018,7,23,26.0,8,2023,11,2,1977,2024-11-13
377,44046,東京都,小河内（オゴウチ）,,2024,11,13,6,0,10.5,4,0.0,7.0,4.0,,,,,,,0.0,35.1,5,2024,7,29,36.4,8,2002,8,8,24.0,8,2020,11,20,1976,2024-11-13
378,44056,東京都,青梅（オウメ）,,2024,11,13,6,0,15.6,4,5.0,59.0,4.0,,,,,,,0.0,38.7,5,2024,7,29,40.8,8,2018,7,23,26.4,8,2009,11,1,1976,2024-11-13
379,44071,東京都,練馬（ネリマ）,,2024,11,13,6,0,15.5,4,4.0,30.0,4.0,,,,,,,0.0,39.3,5,2024,7,29,39.6,8,2018,7,23,25.5,8,2023,11,4,2012,2024-11-13
380,44112,東京都,八王子（ハチオウジ）,,2024,11,13,6,0,13.0,4,5.0,36.0,4.0,,,,,,,0.0,38.7,5,2024,7,29,39.3,8,2020,8,11,26.7,8,2009,11,1,1976,2024-11-13
381,44116,東京都,府中（フチュウ）,,2024,11,13,6,0,16.4,4,5.0,0.0,4.0,,,,,,,0.0,39.2,5,2024,7,8,39.2,8,2024,7,8,26.5,8,2023,11,7,1976,2024-11-13
382,44132,東京都,東京（トウキョウ）,47662.0,2024,11,13,6,0,16.0,4,5.0,54.0,4.0,,,,,,,0.0,37.3,5,2024,7,29,39.5,8,2004,7,20,27.5,8,2023,11,7,1875,2024-11-13
383,44136,東京都,江戸川臨海（エドガワリンカイ）,,2024,11,13,6,0,16.3,4,0.0,1.0,4.0,,,,,,,0.0,35.4,5,2024,7,30,38.0,8,2004,7,21,25.8,8,2023,11,5,1976,2024-11-13
384,44166,東京都,羽田（ハネダ）,,2024,11,13,6,0,17.3,4,1.0,40.0,4.0,,,,,,,0.0,37.7,5,2024,7,30,38.2,8,2013,8,11,27.2,8,2023,11,7,1993,2024-11-13
385,44172,東京都,大島（オオシマ）,47675.0,2024,11,13,6,0,18.3,4,0.0,6.0,4.0,,,,,,,0.0,34.2,5,2024,7,30,35.9,8,2020,8,16,25.1,8,2024,11,2,1938,2024-11-13
386,44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2024,11,13,6,0,19.1,4,4.0,30.0,4.0,,,,,,,0.0,34.2,5,2024,7,30,34.4,8,2020,8,16,25.4,8,2023,11,6,2003,2024-11-13
387,44207,東京都,新島（ニイジマ）,,2024,11,13,6,0,21.3,4,0.0,15.0,4.0,,,,,,,0.0,34.9,5,2024,7,29,34.9,8,2024,7,29,26.7,8,2024,11,2,2003,2024-11-13
388,44216,東京都,神津島（コウヅシマ）,,2024,11,13,6,0,20.3,4,0.0,29.0,4.0,,,,,,,0.0,31.8,5,2024,8,9,33.7,8,2018,7,23,25.5,8,2024,11,2,2003,2024-11-13
389,44226,東京都,三宅島（ミヤケジマ）,47677.0,2024,11,13,6,0,22.4,4,0.0,59.0,4.0,,,,,,,0.0,33.1,5,2024,7,29,33.1,8,2024,7,29,26.4,8,2024,11,2,1942,2024-11-13
390,44228,東京都,三宅坪田（ミヤケツボタ）,,2024,11,13,6,0,21.6,4,1.0,11.0,4.0,,,,,,,0.0,36.7,5,2024,7,30,36.7,8,2024,7,30,26.9,8,2024,11,2,2001,2024-11-13
391,44262,東京都,八重見ヶ原（ヤエミガハラ）,,2024,11,13,6,0,21.2,4,1.0,14.0,4.0,,,,,,,0.0,36.2,5,2024,7,30,36.2,8,2024,7,30,26.5,8,2011,11,4,2003,2024-11-13
392,44263,東京都,八丈島（ハチジョウジマ）,47678.0,2024,11,13,6,0,20.3,4,2.0,4.0,4.0,,,,,,,0.0,35.5,5,2024,7,30,35.5,8,2024,7,30,26.4,8,2024,11,1,1906,2024-11-13
393,44301,東京都,父島（チチジマ）,47971.0,2024,11,13,6,0,25.2,4,5.0,45.0,4.0,,,,,,,0.0,34.1,5,2024,7,14,34.1,8,2024,7,14,30.2,8,1998,11,3,1968,2024-11-13
394,45061,千葉県,我孫子（アビコ）,,2024,11,13,6,0,13.9,4,0.0,1.0,4.0,,,,,,,0.0,36.9,5,2024,8,17,39.2,8,2013,8,11,26.5,8,2023,11,7,2010,2024-11-13
395,45081,千葉県,香取（カトリ）,,2024,11,13,6,0,13.5,4,0.0,34.0,4.0,,,,,,,0.0,36.3,5,2024,8,12,37.6,8,2022,8,3,27.1,8,2023,11,7,1999,2024-11-13
396,45106,千葉県,船橋（フナバシ）,,2024,11,13,6,0,15.2,4,0.0,7.0,4.0,,,,,,,0.0,38.6,5,2024,7,29,39.0,8,2013,8,11,26.2,8,2023,11,7,1999,2024-11-13
397,45116,千葉県,佐倉（サクラ）,,2024,11,13,6,0,13.3,4,0.0,42.0,4.0,,,,,,,0.0,37.8,5,2024,7,8,39.1,8,1995,8,20,28.1,8,2023,11,7,1978,2024-11-13
398,45121,千葉県,成田（ナリタ）,,2024,11,13,6,0,14.6,4,0.0,14.0,4.0,,,,,,,0.0,36.5,5,2024,8,11,38.4,8,2004,7,20,27.4,8,2023,11,7,2003,2024-11-13
399,45148,千葉県,銚子（チョウシ）,47648.0,2024,11,13,6,0,17.0,4,6.0,0.0,4.0,,,,,,,0.0,35.9,5,2024,8,11,35.9,8,2024,8,11,25.4,8,2023,11,4,1887,2024-11-13
400,45181,千葉県,横芝光（ヨコシバヒカリ）,,2024,11,13,6,0,15.1,4,1.0,14.0,4.0,,,,,,,0.0,37.6,5,2024,8,11,38.1,8,1995,8,28,26.8,8,2023,11,4,1978,2024-11-13
401,45212,千葉県,千葉（チバ）,47682.0,2024,11,13,6,0,17.0,4,0.0,2.0,4.0,,,,,,,0.0,37.4,5,2024,7,29,38.5,8,2015,8,7,27.5,8,2023,11,7,1966,2024-11-13
402,45261,千葉県,茂原（モバラ）,,2024,11,13,6,0,14.5,4,0.0,5.0,4.0,,,,,,,0.0,37.6,5,2024,7,7,39.9,8,2013,8,11,27.4,8,2023,11,7,1978,2024-11-13
403,45282,千葉県,木更津（キサラヅ）,,2024,11,13,6,0,15.7,4,1.0,26.0,4.0,,,,,,,0.0,38.2,5,2024,7,29,38.2,8,2024,7,29,26.4,8,2023,11,2,2006,2024-11-13
404,45291,千葉県,牛久（ウシク）,,2024,11,13,6,0,13.5,4,0.0,3.0,4.0,,,,,,,0.0,39.8,5,2024,7,28,40.2,8,2004,7,20,27.2,8,2023,11,7,1978,2024-11-13
405,45326,千葉県,坂畑（サカハタ）,,2024,11,13,6,0,14.7,4,0.0,31.0,4.0,,,,,,,0.0,37.4,5,2024,7,22,37.4,8,2024,7,22,26.2,8,2023,11,2,1978,2024-11-13
406,45361,千葉県,鴨川（カモガワ）,,2024,11,13,6,0,17.3,4,0.0,31.0,4.0,,,,,,,0.0,37.3,5,2024,8,11,37.3,8,2024,8,11,27.4,8,2023,11,4,1978,2024-11-13
407,45371,千葉県,勝浦（カツウラ）,47674.0,2024,11,13,6,0,17.2,4,1.0,28.0,4.0,,,,,,,0.0,34.2,5,2024,7,30,34.9,8,1924,8,23,25.9,8,1945,11,1,1906,2024-11-13
408,45401,千葉県,館山（タテヤマ）,47672.0,2024,11,13,6,0,16.6,4,0.0,1.0,4.0,,,,,,,0.0,36.1,5,2024,8,10,36.6,8,1994,8,3,26.2,8,2023,11,4,1968,2024-11-13
409,46091,神奈川県,海老名（エビナ）,,2024,11,13,6,0,13.8,4,0.0,4.0,4.0,,,,,,,0.0,37.6,5,2024,7,20,38.1,8,2016,8,9,27.9,8,2023,11,7,1978,2024-11-13
410,46106,神奈川県,横浜（ヨコハマ）,47670.0,2024,11,13,6,0,16.3,4,0.0,18.0,4.0,,,,,,,0.0,37.1,5,2024,7,29,37.4,8,2016,8,9,27.3,8,2023,11,7,1896,2024-11-13
411,46141,神奈川県,辻堂（ツジドウ）,,2024,11,13,6,0,15.6,4,0.0,9.0,4.0,,,,,,,0.0,37.0,5,2024,8,15,37.0,8,2024,8,15,25.5,8,2023,11,7,1992,2024-11-13
412,46166,神奈川県,小田原（オダワラ）,,2024,11,13,6,0,13.1,4,0.0,36.0,4.0,,,,,,,0.0,37.9,5,2024,7,8,38.0,8,2023,8,4,28.1,8,2023,11,7,1978,2024-11-13
413,46211,神奈川県,三浦（ミウラ）,,2024,11,13,6,0,16.4,4,0.0,6.0,4.0,,,,,,,0.0,36.3,5,2024,8,9,36.4,8,2004,7,21,25.0,8,2022,11,3,1978,2024-11-13
414,48031,長野県,野沢温泉（ノザワオンセン）,,2024,11,13,6,0,12.4,4,0.0,1.0,4.0,,,,,,,0.0,33.3,5,2024,8,23,36.4,8,1994,8,13,22.4,8,2023,11,6,1978,2024-11-13
415,48061,長野県,信濃町（シナノマチ）,,2024,11,13,6,0,10.8,4,0.0,22.0,4.0,,,,,,,0.0,33.4,5,2024,8,23,34.6,8,2018,8,22,22.5,8,2020,11,19,1978,2024-11-13
416,48066,長野県,飯山（イイヤマ）,,2024,11,13,6,0,12.5,4,1.0,57.0,4.0,,,,,,,0.0,36.3,5,2024,8,23,37.6,8,1994,8,14,25.5,8,2020,11,20,1978,2024-11-13
417,48141,長野県,白馬（ハクバ）,,2024,11,13,6,0,10.5,4,1.0,6.0,4.0,,,,,,,0.0,33.9,5,2024,7,7,36.2,8,1994,8,16,24.2,8,2023,11,3,1978,2024-11-13
418,48156,長野県,長野（ナガノ）,47610.0,2024,11,13,6,0,12.5,4,2.0,25.0,4.0,,,,,,,0.0,36.6,5,2024,8,23,38.7,8,1994,8,16,26.2,8,1977,11,8,1889,2024-11-13
419,48191,長野県,大町（オオマチ）,,2024,11,13,6,0,10.6,4,2.0,27.0,4.0,,,,,,,0.0,35.1,5,2024,7,23,35.5,8,2018,8,5,24.0,8,2023,11,3,1978,2024-11-13
420,48196,長野県,信州新町（シンシュウシンマチ）,,2024,11,13,6,0,9.6,4,5.0,58.0,4.0,,,,,,,0.0,36.3,5,2024,7,7,38.6,8,1994,8,16,25.2,8,2023,11,3,1978,2024-11-13
421,48216,長野県,菅平（スガダイラ）,,2024,11,13,6,0,7.9,4,0.0,13.0,4.0,,,,,,,0.0,29.6,5,2024,7,5,30.4,8,1994,8,15,21.2,8,2023,11,3,1978,2024-11-13
422,48256,長野県,上田（ウエダ）,,2024,11,13,6,0,12.6,4,4.0,9.0,4.0,,,,,,,0.0,38.4,5,2024,8,24,38.8,8,2022,7,2,26.4,8,2009,11,1,1976,2024-11-13
423,48296,長野県,穂高（ホタカ）,,2024,11,13,6,0,10.8,4,4.0,55.0,4.0,,,,,,,0.0,37.4,5,2024,7,7,37.8,8,2013,7,12,24.8,8,1987,11,3,1978,2024-11-13
424,48321,長野県,東御（トウミ）,,2024,11,13,6,0,7.9,4,1.0,23.0,4.0,,,,,,,0.0,33.2,5,2024,7,23,33.6,8,2018,7,15,24.1,8,2023,11,3,1978,2024-11-13
425,48331,長野県,軽井沢（カルイザワ）,47622.0,2024,11,13,6,0,7.8,4,1.0,11.0,4.0,,,,,,,0.0,32.1,5,2024,7,23,34.2,8,1946,7,16,23.3,8,2023,11,3,1925,2024-11-13
426,48361,長野県,松本（マツモト）,47618.0,2024,11,13,6,0,9.2,4,5.0,59.0,4.0,,,,,,,0.0,36.7,5,2024,7,5,38.5,8,1942,8,2,26.3,8,2023,11,3,1898,2024-11-13
427,48363,長野県,松本今井（マツモトイマイ）,,2024,11,13,6,0,9.6,4,6.0,0.0,4.0,,,,,,,0.0,35.9,5,2024,8,4,36.6,8,2020,8,15,26.0,8,2023,11,3,2003,2024-11-13
428,48381,長野県,立科（タテシナ）,,2024,11,13,6,0,10.5,4,3.0,1.0,4.0,,,,,,,0.0,35.4,5,2024,8,4,36.0,8,2022,7,2,25.0,8,2023,11,3,1978,2024-11-13
429,48386,長野県,佐久（サク）,,2024,11,13,6,0,10.7,4,4.0,57.0,4.0,,,,,,,0.0,37.5,5,2024,7,23,37.5,8,2024,7,23,26.3,8,2023,11,3,1978,2024-11-13
430,48466,長野県,奈川（ナガワ）,,2024,11,13,6,0,5.5,4,6.0,0.0,4.0,,,,,,,0.0,33.2,5,2024,8,24,34.4,8,2020,8,20,23.3,8,2023,11,3,1978,2024-11-13
431,48491,長野県,諏訪（スワ）,47620.0,2024,11,13,6,0,9.9,4,5.0,33.0,4.0,,,,,,,0.0,34.3,5,2024,8,3,35.5,8,1995,8,20,22.9,8,1977,11,1,1945,2024-11-13
432,48531,長野県,開田高原（カイダコウゲン）,,2024,11,13,6,0,9.9,4,2.0,19.0,4.0,,,,,,,0.0,31.6,5,2024,8,2,32.2,8,2018,7,15,21.1,8,2023,11,3,1978,2024-11-13
433,48536,長野県,木祖薮原（キソヤブハラ）,,2024,11,13,6,0,7.7,4,6.0,0.0,4.0,,,,,,,0.0,35.0,5,2024,8,3,36.2,8,2020,8,20,23.8,8,2023,11,3,2019,2024-11-13
434,48546,長野県,辰野（タツノ）,,2024,11,13,6,0,10.9,4,5.0,53.0,4.0,,,,,,,0.0,36.4,5,2024,7,29,36.4,8,2024,7,29,23.0,8,2023,11,3,1978,2024-11-13
435,48561,長野県,原村（ハラムラ）,,2024,11,13,6,0,7.7,4,4.0,47.0,4.0,,,,,,,0.0,33.5,5,2024,7,23,33.9,8,2020,8,20,22.8,8,2023,11,3,1978,2024-11-13
436,48571,長野県,野辺山（ノベヤマ）,,2024,11,13,6,0,6.1,4,4.0,37.0,4.0,,,,,,,0.0,30.7,5,2024,7,7,31.0,8,2003,8,23,21.5,8,2023,11,3,1978,2024-11-13
437,48606,長野県,木曽福島（キソフクシマ）,,2024,11,13,6,0,8.6,4,0.0,9.0,4.0,,,,,,,0.0,35.6,5,2024,8,2,36.1,8,2023,8,12,23.8,8,2023,11,3,1976,2024-11-13
438,48621,長野県,伊那（イナ）,,2024,11,13,6,0,9.3,4,0.0,40.0,4.0,,,,,,,0.0,37.1,5,2024,8,2,37.2,8,2018,8,1,24.3,8,2023,11,2,1993,2024-11-13
439,48717,長野県,南木曽（ナギソ）,,2024,11,13,6,0,10.6,4,0.0,4.0,4.0,,,,,,,0.0,35.1,5,2024,8,17,35.7,8,2018,8,6,23.3,8,2023,11,6,1978,2024-11-13
440,48731,長野県,飯島（イイジマ）,,2024,11,13,6,0,11.0,4,3.0,55.0,4.0,,,,,,,0.0,35.3,5,2024,7,29,35.5,8,2023,8,12,22.4,8,2000,11,2,1978,2024-11-13
441,48767,長野県,飯田（イイダ）,47637.0,2024,11,13,6,0,10.8,4,0.0,5.0,4.0,,,,,,,0.0,36.8,5,2024,8,12,37.7,8,2018,8,6,26.1,8,1923,11,1,1897,2024-11-13
442,48826,長野県,浪合（ナミアイ）,,2024,11,13,6,0,6.6,4,0.0,44.0,4.0,,,,,,,0.0,32.3,5,2024,8,17,33.5,8,2007,8,17,22.9,8,2023,11,3,1978,2024-11-13
443,48841,長野県,南信濃（ミナミシナノ）,,2024,11,13,6,0,10.1,4,0.0,9.0,4.0,,,,,,,0.0,39.1,5,2024,7,29,39.5,8,2020,8,17,24.7,8,2023,11,6,1978,2024-11-13
444,49036,山梨県,大泉（オオイズミ）,,2024,11,13,6,0,12.4,4,0.0,22.0,4.0,,,,,,,0.0,35.6,5,2024,7,7,36.5,8,2013,8,11,24.0,8,2023,11,7,1977,2024-11-13
445,49086,山梨県,韮崎（ニラサキ）,,2024,11,13,6,0,10.5,4,0.0,20.0,4.0,,,,,,,0.0,37.3,5,2024,7,7,38.4,8,1994,8,2,26.5,8,2023,11,7,1977,2024-11-13
446,49142,山梨県,甲府（コウフ）,47638.0,2024,11,13,6,0,12.4,4,0.0,1.0,4.0,,,,,,,0.0,39.4,5,2024,7,22,40.7,8,2013,8,10,29.6,8,1923,11,1,1894,2024-11-13
447,49151,山梨県,勝沼（カツヌマ）,,2024,11,13,6,0,12.1,4,0.0,36.0,4.0,,,,,,,0.0,39.6,5,2024,7,22,40.5,8,2013,8,10,27.4,8,2023,11,7,1977,2024-11-13
448,49161,山梨県,大月（オオツキ）,,2024,11,13,6,0,10.2,4,1.0,25.0,4.0,,,,,,,0.0,39.2,5,2024,7,29,39.9,8,1990,7,19,26.1,8,1979,11,5,1977,2024-11-13
449,49196,山梨県,古関（フルセキ）,,2024,11,13,6,0,10.3,4,1.0,48.0,4.0,,,,,,,0.0,36.9,5,2024,7,29,38.6,8,2013,8,10,25.2,8,2023,11,7,1978,2024-11-13
450,49236,山梨県,切石（キリイシ）,,2024,11,13,6,0,11.5,4,0.0,5.0,4.0,,,,,,,0.0,38.0,5,2024,8,17,39.2,8,2016,8,9,27.7,8,2023,11,7,1977,2024-11-13
451,49251,山梨県,河口湖（カワグチコ）,47640.0,2024,11,13,6,0,8.8,4,0.0,25.0,4.0,,,,,,,0.0,35.2,5,2024,7,7,35.3,8,2013,7,12,24.1,8,2023,11,7,1933,2024-11-13
452,49256,山梨県,山中（ヤマナカ）,,2024,11,13,6,0,6.4,4,0.0,1.0,4.0,,,,,,,0.0,34.9,5,2024,7,7,34.9,8,2024,7,7,25.2,8,2023,11,7,1977,2024-11-13
453,49316,山梨県,南部（ナンブ）,,2024,11,13,6,0,14.0,4,0.0,23.0,4.0,,,,,,,0.0,38.2,5,2024,8,17,38.9,8,2016,8,9,27.3,8,2023,11,7,1977,2024-11-13
454,50106,静岡県,井川（イカワ）,,2024,11,13,6,0,8.0,4,1.0,21.0,4.0,,,,,,,0.0,36.2,5,2024,7,23,36.2,8,2024,7,23,22.4,8,1996,11,2,1978,2024-11-13
455,50136,静岡県,御殿場（ゴテンバ）,,2024,11,13,6,0,11.3,4,0.0,23.0,4.0,,,,,,,0.0,35.2,5,2024,7,29,35.3,8,2016,8,9,24.3,8,2023,11,2,1976,2024-11-13
456,50196,静岡県,富士（フジ）,,2024,11,13,6,0,15.4,4,1.0,24.0,4.0,,,,,,,0.0,36.1,5,2024,7,30,36.9,8,2002,7,24,26.5,8,2023,11,7,1978,2024-11-13
457,50206,静岡県,三島（ミシマ）,47657.0,2024,11,13,6,0,16.0,4,0.0,1.0,4.0,,,,,,,0.0,37.4,5,2024,7,30,37.4,8,2024,7,30,27.8,8,2000,11,2,1930,2024-11-13
458,50226,静岡県,佐久間（サクマ）,,2024,11,13,6,0,13.7,4,0.0,18.0,4.0,,,,,,,0.0,39.8,5,2024,7,29,40.2,8,2001,7,24,25.7,8,1979,11,11,1978,2024-11-13
459,50241,静岡県,川根本町（カワネホンチョウ）,,2024,11,13,6,0,10.8,4,0.0,1.0,4.0,,,,,,,0.0,38.4,5,2024,7,27,39.6,8,2020,8,15,26.3,8,1996,11,2,1978,2024-11-13
460,50261,静岡県,清水（シミズ）,,2024,11,13,6,0,16.6,4,0.0,4.0,4.0,,,,,,,0.0,37.3,5,2024,8,16,38.2,8,2004,7,13,28.2,8,2023,11,7,1978,2024-11-13
461,50281,静岡県,網代（アジロ）,47668.0,2024,11,13,6,0,17.4,4,0.0,21.0,4.0,,,,,,,0.0,36.1,5,2024,7,7,36.8,8,2015,8,6,26.5,8,1977,11,1,1937,2024-11-13
462,50331,静岡県,静岡（シズオカ）,47656.0,2024,11,13,6,0,16.1,4,0.0,25.0,4.0,,,,,,,0.0,40.0,5,2024,7,7,40.0,8,2024,7,7,28.0,8,2023,11,7,1940,2024-11-13
463,50386,静岡県,天竜（テンリュウ）,,2024,11,13,6,0,15.9,4,3.0,22.0,4.0,,,,,,,0.0,40.2,5,2024,7,29,40.9,8,2020,8,16,27.8,8,2023,11,2,1978,2024-11-13
